date_time,title,link,author,comments_amount,likes_amount
2021-07-07T19:14:22.611Z,Is This Predictive Coding?,https://astralcodexten.substack.com/p/is-this-predictive-coding,Scott Alexander,60,46
2021-06-28T21:30:41.597Z,Book Review: How Asia Works,https://astralcodexten.substack.com/p/book-review-how-asia-works,Scott Alexander,662,120
2021-07-09T01:15:52.423Z,Open Thread 179.5,https://astralcodexten.substack.com/p/open-thread-1795,Scott Alexander,242,66
2021-07-10T00:00:38.397Z,Book Review Contest: Winners,https://astralcodexten.substack.com/p/book-review-contest-winners,Scott Alexander,184,60
2021-07-12T04:26:07.592Z,Open Thread 180,https://astralcodexten.substack.com/p/open-thread-180,Scott Alexander,811,29
2021-07-12T22:52:44.196Z,Use Prediction Markets To Fund Investigative Reporting,https://astralcodexten.substack.com/p/use-prediction-markets-to-fund-investigative,Scott Alexander,258,87
2021-07-13T23:46:41.492Z,Reader Survey Final Check-In,https://astralcodexten.substack.com/p/reader-survey-final-check-in,Scott Alexander,94,25
2021-07-07T03:13:32.067Z,Lockdown Effectiveness: Much More Than You Wanted To Know,https://astralcodexten.substack.com/p/lockdown-effectiveness-much-more,Scott Alexander,523,102
2021-07-15T08:40:42.584Z,Open Thread 180.5,https://astralcodexten.substack.com/p/open-thread-1805,Scott Alexander,211,47
2021-07-15T02:37:47.161Z,Book Review: Crazy Like Us,https://astralcodexten.substack.com/p/book-review-crazy-like-us,Scott Alexander,711,111
2021-07-22T18:01:39.887Z,Open Thread 181.5,https://astralcodexten.substack.com/p/open-thread-1815,Scott Alexander,245,66
2021-07-16T19:52:58.988Z,Please Take The Reader Survey [Update: Now It Is Closed And You Can Stop Taking It],https://astralcodexten.substack.com/p/please-take-the-reader-survey,Scott Alexander,760,46
2021-07-18T23:40:35.035Z,Open Thread 181,https://astralcodexten.substack.com/p/open-thread-181,Scott Alexander,461,28
2021-07-19T19:03:23.872Z,Peer Review Request: Ketamine,https://astralcodexten.substack.com/p/peer-review-request-ketamine,Scott Alexander,161,38
2021-07-21T04:26:50.465Z,"Highlights From The Comments On ""Crazy Like Us""",https://astralcodexten.substack.com/p/highlights-from-the-comments-on-crazy,Scott Alexander,191,45
2021-07-21T18:09:00.393Z,Things I Learned Writing The Lockdown Post,https://astralcodexten.substack.com/p/things-i-learned-writing-the-lockdown,Scott Alexander,624,123
2021-07-23T18:20:39.789Z,Links For July,https://astralcodexten.substack.com/p/links-for-july,Scott Alexander,610,68
