date_time,title,link,author,comments_amount,likes_amount
2021-10-10T23:06:31.089Z,Seminar for Paid Subscribers,https://arnoldkling.substack.com/p/seminar-for-paid-subscribers,Arnold Kling,7,3
2021-10-11T15:40:07.488Z,"Keeping up with the FITs, No. 17",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-17,Arnold Kling,5,4
2021-10-13T14:58:54.764Z,Use Your Economics!,https://arnoldkling.substack.com/p/use-your-economics,Arnold Kling,1,4
2021-10-13T21:20:05.671Z,"Keeping up with the FITs, No. 18",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-18,Arnold Kling,,3
2021-10-15T13:18:04.518Z,An Economic Theory of Woke Takeovers,https://arnoldkling.substack.com/p/an-economic-theory-of-woke-takeovers,Arnold Kling,14,5
2021-10-18T12:10:30.236Z,Seminar starts in two weeks,https://arnoldkling.substack.com/p/seminar-starts-in-two-weeks,Arnold Kling,3,2
2021-10-18T20:45:50.205Z,"Keeping up with the FITs, No. 19",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-19,Arnold Kling,2,5
2021-10-19T21:28:54.299Z,"Keeping up with the FITs, No. 20",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-20,Arnold Kling,4,3
2021-10-20T22:56:29.386Z,"Keeping up with the FITs, No. 21",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-21,Arnold Kling,2,4
2021-10-23T14:13:54.563Z,"Keeping up with the FITs, No. 22",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-22,Arnold Kling,6,4
2021-10-25T23:25:02.928Z,How to attend the first seminar meeting,https://arnoldkling.substack.com/p/how-to-attend-the-first-seminar-meeting,Arnold Kling,,2
2021-10-29T02:45:14.663Z,"Keeping up with the FITs, No. 23",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-23,Arnold Kling,5,1
2021-10-31T17:30:54.706Z,Seminar reminder,https://arnoldkling.substack.com/p/seminar-reminder,Arnold Kling,1,3
2021-11-02T13:38:47.275Z,"Keeping up with the FITs, No. 24",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-24,Arnold Kling,4,3
2021-11-02T15:54:53.786Z,Notes from first seminar meeting,https://arnoldkling.substack.com/p/notes-from-first-seminar-meeting,Arnold Kling,3,4
2021-11-04T13:57:11.452Z,"Keeping up with the FITs, No. 25",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-25,Arnold Kling,4,3
2021-11-08T12:27:02.200Z,Seminar meeting tonight,https://arnoldkling.substack.com/p/seminar-meeting-tonight,Arnold Kling,2,1
2021-11-09T13:11:41.281Z,"Keeping up with the FITs, No. 26",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-no-26,Arnold Kling,2,3
2021-11-09T14:20:34.937Z,"Seminar notes, session 2",https://arnoldkling.substack.com/p/seminar-notes-session-2,Arnold Kling,9,4
2021-11-10T11:48:36.935Z,DEI Statements,https://arnoldkling.substack.com/p/dei-statements,Arnold Kling,7,5
2021-11-11T12:18:54.391Z,The orgasmatron vs. the office avatar 11/11,https://arnoldkling.substack.com/p/the-orgasmatron-vs-the-office-avatar,Arnold Kling,15,3
2021-11-12T12:28:39.809Z,From the National Conservatism Conference 11/12 ,https://arnoldkling.substack.com/p/from-the-national-conservatism-conference,Arnold Kling,4,5
2021-11-13T13:21:02.922Z,Concepts are hard to define 11/13,https://arnoldkling.substack.com/p/concepts-are-hard-to-define-1113,Arnold Kling,4,3
2021-11-14T12:27:05.723Z,Keeping up with the FITs 11/14,https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1114,Arnold Kling,6,7
2021-11-15T12:13:50.745Z,Inflation and history 11/15,https://arnoldkling.substack.com/p/inflation-and-history-1115,Arnold Kling,9,6
2021-11-15T14:40:32.765Z,Seminar for paid subscribers,https://arnoldkling.substack.com/p/seminar-for-paid-subscribers-d45,Arnold Kling,2,2
2021-11-16T17:55:44.731Z,"Seminar discussion recap, session 3",https://arnoldkling.substack.com/p/seminar-discussion-recap-session,Arnold Kling,8,3
2021-11-18T11:52:09.786Z,We are in a Golden Age 11/18,https://arnoldkling.substack.com/p/we-are-in-a-golden-age-1118,Arnold Kling,9,10
2021-11-16T12:11:06.242Z,Keeping up with the FITs 11/16,https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1116,Arnold Kling,16,5
2021-11-19T12:06:08.680Z,Fear of the legal system 11/19,https://arnoldkling.substack.com/p/fear-of-the-legal-system-1119,Arnold Kling,20,10
2021-11-17T12:11:03.367Z,An alternative national science foundation 11/17,https://arnoldkling.substack.com/p/an-alternative-national-science-foundation,Arnold Kling,10,3
2021-11-20T12:19:45.289Z,Keeping up with the FITs 11/20,https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1120,Arnold Kling,6,5
2021-11-21T12:25:46.994Z,I can be wrong 11/21,https://arnoldkling.substack.com/p/i-can-be-wrong-1121,Arnold Kling,9,4
2021-11-22T12:26:17.727Z,David Brooks and Paul Ryan 11/22,https://arnoldkling.substack.com/p/david-brooks-and-paul-ryan-1122,Arnold Kling,22,3
2021-11-22T13:33:58.210Z,Seminar on Institutional Irrationality Continues Tonight 11/22,https://arnoldkling.substack.com/p/seminar-on-institutional-irrationality,Arnold Kling,1,0
2021-11-23T13:09:20.044Z,"Keeping up with the FITs, 11/23",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1123,Arnold Kling,9,4
2021-11-24T12:31:23.626Z,"Bad Folk Economics, 11/24",https://arnoldkling.substack.com/p/bad-folk-economics-1124,Arnold Kling,19,9
2021-11-24T12:37:57.233Z,"Seminar recap, session 4, 11/24",https://arnoldkling.substack.com/p/seminar-recap-session-4-1124,Arnold Kling,2,4
2021-11-25T12:56:00.096Z,The Procreation Recession 11/25,https://arnoldkling.substack.com/p/the-procreation-recession-1125,Arnold Kling,16,6
2021-11-26T12:29:05.669Z,"Keeping up with the FITs, 11/26",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1126,Arnold Kling,7,7
2021-11-26T12:32:59.438Z,Arithmetic in another bubble 11/26,https://arnoldkling.substack.com/p/arithmetic-in-another-bubble-1126,Arnold Kling,13,6
2021-11-27T12:11:37.858Z,Feminization watch 11/27,https://arnoldkling.substack.com/p/feminization-watch-1127,Arnold Kling,1,1
2021-11-30T12:32:30.687Z,"Enchanted beliefs, 11/30",https://arnoldkling.substack.com/p/enchanted-beliefs-1130,Arnold Kling,4,6
2021-11-29T00:12:10.743Z,Seminar meeting 11/29,https://arnoldkling.substack.com/p/seminar-meeting-1129,Arnold Kling,2,0
2021-11-30T14:35:05.579Z,"Seminar recap, session 5, 11/30",https://arnoldkling.substack.com/p/seminar-recap-session-5-1130,Arnold Kling,12,1
2021-11-28T11:26:49.370Z,"Keeping up with the Virus, 11-28",https://arnoldkling.substack.com/p/keeping-up-with-the-virus-11-28,Arnold Kling,13,3
2021-12-01T12:17:43.378Z,"Keeping up with the FITs, 12/1",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-121,Arnold Kling,20,3
2021-11-27T12:13:12.530Z,Keeping up with the FITs 11/27,https://arnoldkling.substack.com/p/keeping-up-with-the-fits-1127,Arnold Kling,11,4
2021-12-01T12:11:59.366Z,"Production, commerce, and predation, 12/1",https://arnoldkling.substack.com/p/production-commerce-and-predation,Arnold Kling,7,1
2021-11-29T12:22:57.792Z,"Keeping up with the FITs, 11-29",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-11-29,Arnold Kling,13,3
2021-12-02T12:21:26.446Z,"The Dark Side of the NatCons, 12-2",https://arnoldkling.substack.com/p/the-dark-side-of-the-natcons-12-2,Arnold Kling,24,4
2021-12-03T12:28:09.772Z,Neoliberal > Populist 12/3,https://arnoldkling.substack.com/p/neoliberal-populist-123,Arnold Kling,33,6
2021-12-04T13:21:38.718Z,The Boom in Global Wealth 12/4,https://arnoldkling.substack.com/p/the-boom-in-global-wealth-124,Arnold Kling,13,1
2021-12-05T12:24:42.052Z,"Regressives, 12/5",https://arnoldkling.substack.com/p/regressives-125,Arnold Kling,14,2
2021-12-06T11:47:36.971Z,"Keeping up with the FITs, 12/6",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-126,Arnold Kling,14,3
2021-12-07T00:50:59.260Z,link for subscriber seminar,https://arnoldkling.substack.com/p/link-for-subscriber-seminar,Arnold Kling,,0
2021-12-07T12:41:10.759Z,Why the Great Resignation? 12/7,https://arnoldkling.substack.com/p/why-the-great-resignation-127,Arnold Kling,20,8
2021-12-08T13:14:31.196Z,"Keeping up with the FITs, 12/8",https://arnoldkling.substack.com/p/keeping-up-with-the-fits-128,Arnold Kling,41,4
